===SelfControl-Killer Log File===

SelfControl Version: 3.0.3
System Version: Mac OS X Version 10.15.6 (Build 19G73)Launchd daemons loaded:

PID	Status	Label
block return out proto tcp from any to 2400:5280:1003:9::4
block return out proto udp from any to 2400:5280:1003:9::4
block return out proto tcp from any to 23.236.97.58
block return out proto udp from any to 23.236.97.58
block return out proto tcp from any to 104.244.42.193
block return out proto udp from any to 104.244.42.193
block return out proto tcp from any to 104.244.42.129
block return out proto udp from any to 104.244.42.129
block return out proto tcp from any to 104.244.42.193
block return out proto udp from any to 104.244.42.193
block return out proto tcp from any to 104.244.42.129
block return out proto udp from any to 104.244.42.129
block return out proto tcp from any to 119.3.70.188
block return out proto udp from any to 119.3.70.188
block return out proto tcp from any to 139.159.241.37
block return out proto udp from any to 139.159.241.37
block return out proto tcp from any to 119.3.238.64
block return out proto udp from any to 119.3.238.64
block return out proto tcp from any to 120.92.174.135
block return out proto udp from any to 120.92.174.135
block return out proto tcp from any to 110.43.34.66
block return out proto udp from any to 110.43.34.66
block return out proto tcp from any to 104.244.42.66
block return out proto udp from any to 104.244.42.66


Current /etc/hosts contents:

##
# Host Database
#
# localhost is used to configure the loopback interface
# when the system is booting.  Do not change this entry.
##
127.0.0.1	localhost
255.255.255.255	broadcasthost
::1             localhost

# BEGIN SELFCONTROL BLOCK
0.0.0.0	www.youtube.com
::	www.youtube.com
0.0.0.0	youtube.com
::	youtube.com
0.0.0.0	www.facebook.com
::	www.facebook.com
0.0.0.0	www.yahoo.com
::	www.yahoo.com
0.0.0.0	www.yahoo.com
::	www.yahoo.com
0.0.0.0	www.nba.com
::	www.nba.com
0.0.0.0	www.instagram.com
::	www.instagram.com
0.0.0.0	www.nbcsports.com
::	www.nbcsports.com
0.0.0.0	www.hulu.com
::	www.hulu.com
0.0.0.0	www.espn.com
::	www.espn.com
0.0.0.0	facebook.com
::	facebook.com
0.0.0.0	www.quora.com
::	www.quora.com
0.0.0.0	hulu.com
::	hulu.com
0.0.0.0	yahoo.com
::	yahoo.com
0.0.0.0	yahoo.com
::	yahoo.com
0.0.0.0	instagram.com
::	instagram.com
0.0.0.0	nbcsports.com
::	nbcsports.com
0.0.0.0	quora.com
::	quora.com
0.0.0.0	espn.com
::	espn.com
0.0.0.0	nba.com
::	nba.com
0.0.0.0	www.olevod.com
::	www.olevod.com
0.0.0.0	olevod.com
::	olevod.com
0.0.0.0	www.bilibili.com
::	www.bilibili.com
0.0.0.0	www.twitter.com
::	www.twitter.com
0.0.0.0	twitter.com
::	twitter.com
0.0.0.0	bilibili.com
::	bilibili.com
0.0.0.0	api.twitter.com
::	api.twitter.com
# END SELFCONTROL BLOCK


Unloading the launchd daemon returned: 0

SUCCESSFULLY CLEARED BLOCK!!! Used [BlockManager forceClearBlock]
Deleting BlockStartedDate from defaults returned: 1
Deleted BlockEndDate and BlockIsRunning from secured settings

Removed PF token file successfully.

Removed anchor file successfully.

Migrating settings to new system...

===SelfControl-Killer complete!===
